v1	v2	label
NP_036426.3	NP_036351.3	1
NP_004399.2	NP_444252.1	1
NP_003630.1	NP_002084.2	1
NP_002729.2	NP_068711.1	1
NP_001886.1	NP_110383.1	1
NP_149986.1	NP_005347.3	1
NP_000529.1	NP_003063.2	1
P08651	NP_055959.1	1
NP_005068.2	NP_055579.1	1
NP_060498.2	NP_036611.2	1
NP_005198.1	NP_000199.2	1
NP_071448.1	NP_068775.1	1
NP_060494.1	NP_057330.2	1
NP_620409.1	NP_004413.1	1
NP_002306.1	NP_005574.2	1
NP_001012410.1	NP_000963.1	1
NP_803173.1	NP_003816.2	1
NP_003173.1	NP_004630.2	1
NP_005301.2	NP_000199.2	1
NP_001778.1	AAC24716.1	1
NP_006214.2	NP_001427.2	1
NP_002876.1	NP_004324.2	1
NP_055238.1	NP_001252.1	1
NP_002405.1	NP_003335.1	1
NP_005974.2	NP_733779.1	1
NP_002451.1	NP_775114.1	1
NP_006299.1	NP_115496.2	1
NP_006828.2	NP_000537.3	1
NP_006702.1	AAB48304.1	1
NP_000052.1	NP_006248.1	1
NP_003743.1	NP_003749.2	1
NP_057375.2	NP_066928.1	1
NP_002244.1	NP_006144.1	1
NP_001531.1	NP_060842.3	1
NP_001008505.2	NP_008965.2	1
NP_776297.2	NP_004243.1	1
NP_003394.1	NP_060087.2	1
NP_001412.1	NP_036311.3	1
NP_001740.1	NP_005264.2	1
NP_036377.1	NP_000426.2	1
NP_002061.1	NP_005219.2	1
NP_001518.2	NP_002348.1	1
NP_000048.1	NP_004102.1	1
NP_068804.1	NP_068811.1	1
NP_005234.1	NP_950245.2	1
NP_874369.1	NP_056996.2	1
NP_997219.1	NP_003142.1	1
NP_116076.1	NP_002297.2	1
NP_000520.1	NP_000930.1	1
NP_006126.1	NP_006263.1	1
NP_001931.2	NP_078799.2	1
NP_001070667.1	NP_112420.1	1
NP_061910.1	NP_055100.2	1
NP_003796.1	NP_665893.2	1
NP_055574.2	NP_001693.2	1
NP_001894.2	NP_004924.1	1
NP_057157.1	NP_065162.1	1
NP_003371.2	NP_079120.1	1
NP_001460.1	NP_002440.2	1
NP_000623.2	NP_001963.1	1
NP_056943.1	NP_004483.1	1
NP_005892.1	NP_003875.3	1
NP_065801.1	NP_003815.1	1
NP_001073594.1	NP_058519.2	1
NP_079497.2	NP_000438.1	1
NP_835464.1	NP_004603.1	1
NP_000312.2	NP_003073.1	1
NP_060050.2	NP_665802.1	1
NP_006645.3	NP_066124.1	1
NP_001092872.1	NP_001008712.1	1
NP_067000.1	NP_003085.1	1
NP_000468.1	NP_003923.2	1
NP_055542.1	NP_005893.1	1
NP_061485.1	NP_001447.2	1
NP_004085.1	NP_002750.1	1
NP_001096.1	NP_001007274.1	1
NP_542937.1	NP_056292.1	1
NP_004594.1	NP_004202.2	1
NP_000336.1	NP_000475.1	1
NP_005615.2	NP_848540.1	1
NP_000323.2	NP_055850.1	1
NP_620775.2	NP_009225.1	1
NP_000829.1	NP_001060.1	1
NP_000818.1	NP_001737.1	1
NP_000359.1	NP_002435.1	1
NP_001001998.1	NP_874365.2	1
NP_000323.2	NP_055740.2	1
NP_000624.2	NP_005336.2	1
NP_000195.2	NP_000055.2	1
NP_004943.1	NP_004430.3	1
NP_037359.2	NP_002413.1	1
NP_055277.1	NP_002829.2	1
NP_002543.2	NP_002544.1	1
NP_002884.1	NP_036228.1	1
NP_005405.1	NP_001395.1	1
NP_776247.2	NP_061110.2	1
NP_005624.2	BAB15180.1	1
NP_001235.1	NP_001234.2	1
NP_004703.1	NP_004261.1	1
NP_004664.1	NP_000450.2	1
NP_063940.1	NP_001157.1	1
NP_001946.2	NP_001115.1	1
NP_002644.3	NP_001008712.1	1
NP_055949.2	NP_060077.1	1
NP_150281.1	AAO12758.2	1
NP_005493.2	NP_071448.1	1
NP_665802.1	NP_002735.3	1
NP_003241.2	NP_004674.1	1
NP_003916.1	NP_001311.3	1
NP_001003811.1	NP_653262.1	1
NP_005094.1	NP_002102.4	1
NP_003745.1	BAA21128.1	1
NP_005616.2	NP_068775.1	1
NP_006604.1	NP_055530.2	1
NP_004263.1	NP_803173.1	1
NP_003247.1	NP_004986.1	1
NP_037473.3	NP_115580.2	1
NP_001070.2	NP_055022.1	1
NP_000035.2	NP_001895.1	1
NP_000495.1	NP_000292.1	1
NP_115892.2	NP_002665.2	1
NP_056078.2	NP_002857.1	1
NP_004776.3	NP_000307.1	1
NP_054700.2	NP_004805.2	1
NP_149075.2	NP_009225.1	1
NP_000323.2	NP_612370.3	1
NP_775114.1	NP_000936.1	1
NP_004228.1	NP_001008712.1	1
NP_055277.1	NP_001017963.1	1
NP_004963.1	NP_000386.1	1
NP_002604.1	NP_006247.1	1
NP_071328.2	NP_002383.2	1
NP_000115.1	NP_000073.1	1
NP_005577.1	NP_055670.1	1
NP_002544.1	NP_001245.1	1
NP_056981.2	NP_036564.2	1
NP_037386.1	NP_891549.1	1
NP_000252.1	NP_001017405.1	1
NP_002262.3	NP_057404.2	1
NP_005498.1	NP_001091.1	1
NP_001005464.1	NP_036336.1	1
NP_001941.2	NP_009225.1	1
NP_891553.2	NP_036456.1	1
NP_006779.1	NP_114128.2	1
NP_004059.2	NP_620170.2	1
NP_057284.1	NP_067000.1	1
NP_006197.1	NP_002651.2	1
NP_001797.1	NP_056347.1	1
NP_002505.1	AAA52443.1	1
NP_003678.2	NP_003293.2	1
NP_009225.1	NP_003394.1	1
NP_000913.2	NP_003395.1	1
NP_851996.2	NP_005255.1	1
NP_002073.2	NP_000136.2	1
NP_000961.2	NP_001997.4	1
NP_006087.2	NP_000893.2	1
NP_001726.2	NP_001727.1	1
NP_079405.2	NP_112169.1	1
NP_002489.1	NP_000940.1	1
NP_001548.1	NP_002984.1	1
NP_115729.1	NP_057041.1	1
NP_055579.1	NP_065691.2	1
NP_001025226.1	NP_391987.1	1
NP_038466.2	NP_005515.1	1
NP_005834.3	NP_002218.2	1
NP_006532.2	NP_006248.1	1
NP_001005360.1	NP_002077.1	1
NP_612639.2	NP_003176.2	1
NP_001002255.1	NP_066952.1	1
NP_579874.1	NP_127491.1	1
NP_000630.1	NP_055848.1	1
NP_036342.1	NP_064516.2	1
NP_056456.1	NP_001093.1	1
NP_004556.1	NP_001001651.1	1
NP_003192.1	NP_000261.1	1
NP_064570.1	NP_001306.1	1
NP_006243.2	NP_003293.2	1
NP_036611.2	NP_056079.1	1
NP_009210.1	NP_004413.1	1
NP_002423.1	NP_001777.1	1
NP_000897.2	NP_006163.1	1
NP_602293.1	NP_060670.1	1
NP_061883.1	NP_003972.1	1
NP_004281.1	NP_001019265.1	1
NP_001092744.1	NP_059523.1	1
NP_005185.2	NP_001955.1	1
AAH07932.2	NP_064633.1	1
NP_037446.1	NP_001773.1	1
NP_004210.1	NP_001460.1	1
NP_653194.1	NP_004086.1	1
NP_998725.1	NP_006839.2	1
NP_001020272.1	NP_001306.1	1
NP_057953.1	NP_005229.1	1
NP_066943.2	NP_000824.1	1
NP_001060.1	NP_004553.1	1
NP_000126.2	NP_003063.2	1
NP_004094.3	NP_002010.1	1
NP_733749.1	NP_002875.1	1
Q96J02	NP_004407.2	1
NP_542166.1	NP_001407.1	1
NP_006073.2	NP_001061.2	1
NP_002105.2	NP_004152.1	1
NP_002610.1	NP_002976.2	1
NP_001220.2	NP_004527.2	1
NP_005251.1	NP_116220.1	1
NP_852664.1	NP_003370.2	1
NP_212132.2	NP_001655.1	1
NP_005908.1	NP_005267.2	1
NP_002131.2	NP_002101.2	1
NP_002729.2	NP_000880.1	1
NP_065390.1	NP_065078.1	1
NP_116764.2	NP_001108.1	1
NP_004081.1	NP_001954.1	1
NP_001941.2	NP_002886.2	1
NP_001271.1	NP_001527.2	1
NP_006391.1	NP_075385.1	1
NP_006092.1	NP_002349.1	1
NP_005219.2	NP_004424.2	1
NP_055647.2	NP_065176.2	1
NP_001005415.1	NP_005810.1	1
NP_733786.2	NP_001050.1	1
NP_114408.3	NP_003874.2	1
NP_000323.2	NP_055699.1	1
NP_001008493.1	NP_005236.2	1
NP_004146.1	NP_777576.1	1
NP_000035.2	NP_003989.2	1
CAG38475.1	NP_078805.3	1
NP_006175.2	NP_002061.1	1
NP_002568.2	NP_005424.1	1
NP_008877.1	NP_003117.2	1
NP_001447.2	NP_114172.1	1
NP_001019.1	NP_003940.3	1
NP_114032.2	NP_005307.1	1
NP_001002.1	NP_002261.3	1
NP_002221.1	NP_064633.1	1
NP_001073594.1	NP_003706.1	1
NP_003539.1	NP_005638.1	1
NP_573570.2	NP_005325.2	1
NP_003343.1	NP_056989.2	1
NP_001031.2	NP_003121.1	1
NP_001355.2	NP_001356.1	1
NP_002736.3	NP_005891.1	1
NP_112586.1	NP_004694.2	1
NP_005924.2	NP_005048.2	1
NP_003254.2	NP_057376.1	1
NP_001012300.1	NP_054885.1	1
NP_057625.1	NP_001356.1	1
NP_000236.2	NP_005419.2	1
NP_958782.1	NP_003371.2	1
NP_006507.1	NP_004334.1	1
NP_001229.1	NP_001777.1	1
NP_005183.2	NP_001249.1	1
NP_006035.2	NP_006073.2	1
NP_057396.1	NP_005408.1	1
NP_003480.2	NP_004955.2	1
NP_612815.1	NP_000537.3	1
NP_005139.1	NP_060667.2	1
NP_003371.2	NP_689738.3	1
NP_003737.1	NP_002618.1	1
NP_001020029.1	NP_851996.2	1
NP_940682.2	NP_005302.3	1
NP_000612.1	NP_004963.1	1
NP_005408.1	NP_002568.2	1
NP_005357.2	NP_116070.1	1
NP_004792.1	NP_149033.2	1
NP_036611.2	NP_003396.1	1
NP_055768.2	NP_003434.1	1
NP_003160.2	NP_037392.1	1
NP_909122.1	NP_001428.1	1
NP_003842.1	NP_005602.2	1
NP_004302.1	NP_005139.1	1
NP_001252.1	NP_000312.2	1
NP_665906.1	NP_002496.1	1
NP_006090.2	NP_005405.1	1
NP_002806.2	NP_002835.2	1
NP_000667.1	NP_004776.3	1
NP_078889.1	NP_006839.2	1
NP_000933.1	NP_064516.2	1
NP_004689.1	NP_598399.1	1
NP_066953.1	NP_003160.2	1
NP_056202.2	NP_065789.1	1
NP_733468.2	NP_001008709.1	1
NP_005618.2	NP_056092.2	1
NP_001887.1	NP_110383.1	1
NP_002422.1	NP_002086.1	1
NP_004648.1	NP_002728.1	1
NP_006563.2	NP_000360.2	1
NP_001751.1	NP_510867.1	1
NP_000170.1	NP_002583.1	1
NP_004136.2	NP_006412.2	1
NP_003063.2	NP_009225.1	1
NP_000642.3	NP_057075.1	1
NP_002728.1	NP_063937.2	1
NP_976226.1	NP_036611.2	1
NP_004243.1	NP_602307.1	1
NP_002568.2	NP_057308.1	1
NP_036336.1	NP_001510.2	1
NP_064578.2	NP_006798.1	1
NP_003347.1	NP_003397.1	1
NP_015566.1	NP_008819.1	1
NP_002446.2	NP_006545.1	1
NP_005134.1	NP_000623.2	1
NP_038202.1	NP_009005.1	1
NP_003070.3	NP_001019265.1	1
NP_005338.1	NP_000375.2	1
NP_055204.1	BAA21128.1	1
NP_005740.1	NP_004439.2	1
NP_004429.1	NP_004084.1	1
NP_008868.3	NP_004497.1	1
NP_872429.1	NP_005138.2	1
NP_036339.1	NP_006866.2	1
NP_002458.2	NP_003185.1	1
NP_005219.2	NP_001936.1	1
NP_055816.2	NP_006302.2	1
NP_002735.3	NP_001782.1	1
NP_004438.3	NP_006839.2	1
NP_066124.1	NP_620637.1	1
NP_009118.1	NP_937859.1	1
NP_000585.2	NP_000748.3	1
NP_071732.1	NP_005891.1	1
NP_001356.1	NP_002728.1	1
NP_006087.2	NP_009057.1	1
NP_001447.2	NP_000012.1	1
NP_008868.3	NP_002874.1	1
NP_005893.1	NP_003457.1	1
NP_057625.1	NP_002065.1	1
NP_778224.1	NP_003336.1	1
NP_001446.1	NP_005350.1	1
NP_003438.1	NP_008998.1	1
NP_057541.2	AAC39542.1	1
NP_001203.1	NP_542417.1	1
NP_005139.1	NP_008953.1	1
NP_005671.1	NP_056989.2	1
NP_002054.1	NP_004630.2	1
NP_002721.1	NP_000818.1	1
NP_005304.3	NP_001737.1	1
NP_065853.2	NP_008998.1	1
NP_003241.2	NP_001518.2	1
AAA36585.1	NP_000136.2	1
NP_072046.2	NP_004955.2	1
NP_005745.1	NP_004374.1	1
NP_066982.2	NP_002875.1	1
NP_003174.3	NP_004078.2	1
NP_001003811.1	NP_112197.1	1
NP_004374.1	NP_005408.1	1
NP_003977.1	NP_006299.1	1
NP_004949.1	NP_003943.2	1
NP_055282.1	NP_002650.1	1
NP_004986.1	NP_002323.2	1
NP_057356.1	AAH60852.1	1
NP_000426.2	NP_001269.3	1
NP_060899.2	NP_000312.2	1
NP_006799.1	NP_000375.2	1
NP_002379.2	NP_005906.2	1
NP_036249.1	NP_057511.2	1
NP_057714.1	NP_057044.2	1
NP_060740.1	NP_006521.1	1
NP_004478.3	NP_001020128.1	1
NP_002650.1	NP_002101.2	1
NP_006245.2	NP_063937.2	1
NP_073577.2	NP_006158.2	1
NP_068767.3	NP_002415.1	1
NP_000085.1	NP_006588.1	1
NP_660329.1	NP_001744.2	1
AAD42222.1	NP_001034662.1	1
NP_001030025.1	NP_065099.3	1
NP_037379.1	NP_001306.1	1
NP_057213.2	NP_003644.2	1
NP_065145.2	NP_056257.1	1
NP_001429.2	NP_003480.2	1
NP_004961.1	AAA52539.1	1
NP_006087.2	NP_000231.1	1
NP_068548.1	NP_000876.3	1
NP_006800.2	NP_055515.1	1
NP_009224.2	NP_001634.1	1
NP_004337.2	NP_998725.1	1
NP_037497.1	NP_003096.1	1
NP_733832.1	NP_001060.1	1
NP_002175.2	NP_000605.1	1
NP_002255.2	NP_003126.1	1
NP_001194.1	NP_060912.2	1
NP_008958.1	NP_004575.1	1
NP_055717.2	NP_004078.2	1
NP_066269.1	NP_001876.1	1
NP_003788.2	NP_054829.2	1
NP_002635.2	NP_001774.1	1
NP_003724.1	NP_056671.2	1
NP_002592.1	NP_004031.1	1
NP_002743.3	NP_619527.1	1
NP_005219.2	NP_008819.1	1
NP_009297.2	NP_002383.2	1
NP_000362.1	NP_002367.4	1
NP_005130.1	NP_006322.3	1
NP_848526.1	NP_003267.1	1
NP_644805.1	NP_003143.2	1
NP_005894.3	NP_000175.1	1
NP_005307.1	NP_005227.1	1
NP_001777.1	NP_037465.2	1
NP_005449.5	NP_036200.2	1
NP_001970.2	NP_056284.1	1
NP_742017.1	NP_001008712.1	1
NP_002543.2	NP_002379.2	1
NP_001005271.1	NP_001034796.1	1
NP_036439.2	NP_116269.2	1
NP_003003.3	NP_005421.1	1
NP_005391.1	NP_002028.1	1
NP_005350.1	NP_005929.2	1
NP_004801.1	NP_997006.1	1
NP_002180.1	NP_000869.1	1
NP_002913.3	NP_006640.2	1
NP_002009.1	NP_066973.1	1
NP_004447.2	NP_006214.2	1
NP_006212.1	AAH30590.1	1
NP_005251.1	NP_112574.3	1
NP_001340.2	NP_006294.2	1
NP_036611.2	NP_004513.1	1
NP_055402.2	NP_005212.1	1
NP_001306.1	NP_663304.1	1
NP_066961.2	NP_009108.1	1
NP_004703.1	NP_663304.1	1
NP_036611.2	NP_000909.2	1
NP_001073917.2	NP_872631.1	1
NP_006051.1	NP_005861.1	1
NP_001559.1	NP_001539.3	1
NP_055413.1	NP_005766.2	1
NP_002183.1	NP_001607.1	1
NP_001015053.1	NP_002040.1	1
NP_000116.2	NP_002145.3	1
NP_001885.1	NP_004413.1	1
AAK67631.1	AAH22328.1	1
NP_001460.1	NP_036382.2	1
NP_002680.2	NP_115580.2	1
NP_036428.1	NP_005198.1	1
NP_004957.1	NP_005511.1	1
NP_536859.1	NP_001762.1	1
NP_775490.2	NP_859066.1	1
NP_001518.2	NP_009225.1	1
NP_005950.1	NP_067642.1	1
NP_002755.1	NP_056345.3	1
NP_001943.1	NP_002922.2	1
NP_006207.1	NP_001837.2	1
NP_149132.2	NP_065921.2	1
NP_037428.2	NP_002061.1	1
NP_003361.1	NP_003937.1	1
NP_002201.1	NP_000651.3	1
NP_002961.1	NP_060935.1	1
NP_000297.1	NP_005229.1	1
NP_001245.1	NP_002709.2	1
NP_002524.2	NP_000960.2	1
NP_003592.2	NP_002962.1	1
NP_004837.1	NP_062817.1	1
NP_005577.1	NP_004698.2	1
NP_858045.1	NP_005216.1	1
NP_005094.1	NP_005436.1	1
NP_112420.1	NP_542417.1	1
NP_001033.1	NP_001719.2	1
NP_005234.1	NP_001008712.1	1
NP_006275.1	NP_005633.2	1
NP_002780.1	NP_002781.2	1
NP_006256.1	NP_001036214.1	1
NP_001189.1	NP_945320.1	1
NP_542416.1	NP_000630.1	1
NP_055363.1	NP_689476.2	1
NP_003734.3	NP_001428.1	1
NP_663719.1	NP_066361.1	1
NP_001077431.1	NP_004307.2	1
NP_037508.1	NP_065833.1	1
NP_001070667.1	NP_004584.1	1
NP_002131.2	NP_057174.1	1
NP_000323.2	NP_542417.1	1
NP_006144.1	NP_006261.1	1
NP_002548.3	NP_008920.4	1
NP_066189.2	NP_002341.1	1
NP_003730.4	NP_055792.1	1
NP_115830.1	NP_004946.1	1
NP_005598.3	NP_000203.2	1
NP_005498.1	NP_000692.2	1
NP_116190.2	NP_067042.1	1
NP_000612.1	NP_002056.2	1
NP_004622.2	NP_005036.2	1
NP_683720.2	NP_000535.3	1
NP_006592.3	NP_003210.1	1
NP_004119.1	NP_001797.1	1
NP_001886.1	NP_003874.2	1
NP_036427.1	NP_000935.1	1
NP_891549.1	NP_001562.1	1
NP_115910.1	NP_689739.4	1
NP_002367.4	NP_078977.2	1
NP_694939.1	NP_003788.2	1
NP_003484.1	NP_005907.3	1
NP_000942.1	NP_940682.2	1
NP_009200.2	NP_003607.1	1
NP_004508.1	NP_000203.2	1
NP_000474.2	NP_000228.1	1
AAA50404.1	NP_001892.1	1
NP_005058.3	NP_005206.2	1
NP_001481.2	NP_002729.2	1
NP_055949.2	NP_036611.2	1
NP_003748.1	NP_000116.2	1
NP_003507.1	NP_003335.1	1
NP_001620.2	NP_000689.1	1
NP_003336.1	NP_036233.2	1
NP_064440.1	NP_000607.1	1
AAF19526.1	NP_003502.1	1
NP_005234.1	NP_060566.2	1
NP_002018.1	NP_002044.1	1
NP_003842.1	NP_002886.2	1
NP_001527.2	NP_008830.2	1
NP_000050.2	NP_001229.1	1
NP_060323.1	NP_036601.2	1
NP_001019978.1	NP_061933.1	1
NP_005635.1	NP_005632.1	1
NP_002413.1	NP_005614.2	1
NP_002266.2	NP_689823.1	1
NP_008908.2	NP_002743.3	1
NP_001393.1	NP_005599.1	1
NP_001447.2	NP_000787.2	1
NP_006701.1	NP_057403.1	1
NP_002875.1	NP_002871.1	1
NP_003286.1	NP_068779.1	1
NP_001179.1	AAA60144.1	1
NP_000035.2	NP_003875.3	1
NP_076922.1	NP_005577.1	1
NP_002924.1	NP_002930.2	1
NP_002737.2	NP_644805.1	1
NP_874369.1	NP_004588.1	1
NP_000323.2	NP_005701.1	1
NP_003119.2	NP_060649.3	1
NP_005029.1	NP_008998.1	1
NP_073745.2	NP_005520.4	1
NP_000827.1	NP_663777.1	1
NP_064516.2	NP_079496.1	1
NP_003241.2	NP_006303.3	1
NP_005234.1	NP_776247.2	1
NP_060087.2	NP_004179.2	1
NP_002183.1	NP_037541.1	1
NP_000323.2	NP_058634.2	1
NP_361014.1	NP_003583.2	1
CAA55137.1	NP_005230.1	1
NP_000518.1	NP_066566.3	1
NP_006702.1	NP_277073.1	1
NP_000492.2	NP_001990.2	1
NP_002326.2	NP_114072.1	1
NP_004044.3	NP_001034794.1	1
NP_066981.2	NP_006824.2	1
NP_751911.1	NP_000923.1	1
NP_004371.2	NP_005246.1	1
NP_005219.2	NP_002733.2	1
NP_005219.2	NP_002954.2	1
NP_002117.1	NP_001343.2	1
NP_062536.2	NP_064543.3	1
NP_002816.1	NP_004740.2	1
NP_000360.2	NP_536350.2	1
NP_000497.1	NP_003680.2	1
NP_004640.2	NP_982264.2	1
NP_006563.2	NP_001983.1	1
NP_005154.2	NP_003759.1	1
NP_001531.1	NP_005150.1	1
NP_002952.1	NP_060003.2	1
NP_004915.2	NP_065845.1	1
NP_004929.2	NP_004594.1	1
NP_000917.3	NP_001070819.1	1
NP_003064.2	NP_000312.2	1
NP_006109.2	NP_003733.2	1
NP_478102.1	NP_001521.1	1
NP_004228.1	NP_065943.1	1
NP_000558.2	NP_001630.1	1
NP_004228.1	NP_065998.2	1
NP_000978.1	NP_005817.1	1
NP_000052.1	NP_003835.2	1
NP_689854.2	NP_003905.1	1
NP_064516.2	NP_689534.1	1
NP_000960.2	NP_002100.2	1
NP_005904.1	NP_000930.1	1
NP_006109.2	NP_006817.1	1
NP_038202.1	NP_002435.1	1
NP_003560.1	NP_006361.1	1
NP_000222.1	NP_001449.3	1
NP_003276.2	NP_075556.1	1
NP_003237.2	NP_000085.1	1
NP_001867.2	NP_000624.2	1
AAH28049.1	NP_775114.1	1
NP_006171.2	NP_066189.2	1
NP_001789.2	NP_005905.2	1
NP_001420.2	NP_005230.1	1
BAA18998.1	NP_004850.1	1
NP_003922.1	NP_002028.1	1
NP_002950.3	NP_002328.1	1
NP_056109.1	NP_443156.2	1
NP_004963.1	NP_009225.1	1
NP_008870.1	NP_002651.2	1
NP_003391.1	NP_001612.1	1
NP_055579.1	NP_076983.1	1
NP_002139.2	NP_004371.2	1
NP_003757.1	NP_612815.1	1
CAA89989.1	NP_004220.2	1
AAA36585.1	NP_001158.2	1
NP_000203.2	NP_002499.2	1
NP_001035147.1	NP_005442.2	1
NP_115607.1	NP_004795.1	1
NP_005254.2	NP_036539.1	1
NP_004963.1	NP_005219.2	1
NP_203124.1	NP_005578.1	1
NP_938150.1	NP_000850.1	1
NP_001281.1	NP_064589.2	1
NP_071323.1	AAH11772.1	1
NP_037379.1	NP_063940.1	1
NP_004043.2	NP_612815.1	1
NP_001895.1	NP_065971.2	1
NP_055717.2	NP_015566.1	1
AAH26916.1	NP_056981.2	1
NP_036366.3	NP_003815.1	1
NP_056109.1	NP_665802.1	1
NP_002963.1	NP_057240.3	1
NP_000197.1	NP_000580.1	1
NP_001400.3	NP_004179.2	1
NP_004422.2	NP_002825.3	1
NP_073626.1	NP_061195.2	1
NP_068814.2	NP_976226.1	1
NP_001286.1	NP_002976.2	1
NP_055150.1	NP_000312.2	1
NP_000066.1	NP_002904.3	1
NP_002190.1	NP_001420.2	1
NP_005243.1	NP_937802.1	1
NP_002737.2	NP_002264.1	1
NP_004632.1	NP_115871.1	1
NP_004350.1	NP_003583.2	1
NP_955362.1	NP_000531.2	1
NP_000133.1	NP_000791.1	1
NP_005419.2	NP_001460.1	1
NP_002696.3	NP_005154.2	1
NP_005220.1	NP_004662.2	1
NP_006104.4	NP_061485.1	1
AAH41119.1	NP_003007.2	1
NP_005810.1	NP_068375.3	1
NP_006531.1	NP_001751.1	1
NP_955352.1	NP_000542.1	1
NP_001409.1	NP_001959.1	1
NP_000570.1	NP_004032.2	1
NP_002706.1	NP_110438.1	1
NP_006654.2	NP_612482.2	1
NP_002058.2	NP_001948.1	1
NP_004984.2	NP_150634.1	1
NP_002721.1	NP_002658.1	1
NP_001886.1	NP_005522.2	1
NP_203124.1	NP_001156.1	1
NP_004706.3	NP_006747.1	1
NP_932157.1	NP_000962.2	1
NP_002637.2	NP_002077.1	1
NP_055448.1	NP_054860.1	1
NP_004776.3	NP_002721.1	1
NP_036611.2	NP_003381.1	1
NP_005949.1	NP_003595.1	1
NP_066007.1	NP_001930.2	1
NP_006588.1	NP_003737.1	1
NP_003237.2	NP_000079.2	1
NP_005234.1	NP_006187.1	1
NP_061938.2	NP_150282.1	1
NP_056292.1	NP_003027.1	1
NP_203124.1	NP_116764.2	1
NP_000359.1	NP_114172.1	1
NP_001441.4	NP_596869.3	1
NP_001614.3	NP_001091.1	1
NP_006120.1	NP_000384.2	1
NP_001076047.1	NP_000116.2	1
NP_002952.1	NP_003280.2	1
NP_001034759.1	NP_659488.1	1
NP_005224.2	NP_001101.1	1
NP_065162.1	NP_003324.1	1
NP_000818.1	NP_005338.1	1
NP_006278.1	NP_002414.1	1
NP_001094.1	NP_573441.2	1
NP_005244.1	NP_002219.1	1
NP_001076047.1	NP_001428.1	1
NP_000918.2	NP_001744.2	1
NP_068707.1	NP_653228.1	1
NP_000164.3	NP_000165.1	1
NP_004306.2	NP_904358.1	1
NP_005312.1	NP_036249.1	1
NP_569736.1	NP_004371.2	1
NP_002592.1	NP_671735.1	1
NP_057421.1	NP_002101.2	1
NP_006223.2	NP_002687.1	1
NP_002728.1	NP_006860.1	1
NP_003799.1	NP_001183.2	1
NP_060252.3	NP_006839.2	1
NP_000323.2	NP_055576.2	1
NP_001036189.1	NP_006557.1	1
NP_061485.1	NP_002731.4	1
NP_055259.2	NP_001061.2	1
NP_055377.1	NP_001008712.1	1
NP_066283.1	NP_001952.1	1
NP_064717.1	NP_001028229.1	1
NP_001921.1	NP_000652.2	1
NP_004517.2	NP_000998.1	1
AAD42222.1	NP_001484.1	1
NP_000544.2	NP_000537.3	1
NP_002101.2	NP_005419.2	1
NP_002806.2	NP_006824.2	1
NP_061155.2	NP_001779.3	1
NP_002614.2	NP_001060.1	1
NP_004792.1	NP_796376.2	1
NP_001092688.1	NP_002866.2	1
NP_003787.2	NP_002686.2	1
NP_002130.2	NP_689901.1	1
NP_001012338.1	NP_002498.1	1
NP_000035.2	NP_001527.2	1
NP_002728.1	NP_005219.2	1
NP_073577.2	NP_001595.2	1
NP_073576.1	NP_006753.1	1
NP_001979.1	NP_005407.1	1
NP_060376.2	NP_065162.1	1
NP_001609.1	NP_039269.2	1
NP_005624.2	NP_004439.2	1
NP_002564.1	NP_060842.3	1
NP_005439.1	NP_005251.1	1
NP_001780.2	NP_003395.1	1
NP_004992.2	CAH18258.1	1
NP_056386.1	NP_003343.1	1
NP_001771.1	NP_001073286.1	1
NP_001356.1	NP_002079.3	1
NP_000537.3	NP_001005735.1	1
NP_002183.1	NP_001096.1	1
NP_892113.3	NP_000893.2	1
Q14242	NP_002435.1	1
NP_001073594.1	NP_000475.1	1
NP_002002.3	NP_004429.1	1
NP_002831.2	NP_002221.1	1
NP_002028.1	NP_005477.1	1
NP_002936.1	NP_002583.1	1
NP_060910.3	NP_002341.1	1
NP_004984.2	NP_079463.2	1
NP_115998.2	NP_061820.1	1
NP_003128.3	NP_036611.2	1
NP_001009555.2	NP_003174.3	1
NP_001005735.1	NP_002429.1	1
NP_006181.1	NP_002936.1	1
NP_004250.4	NP_004609.1	1
NP_000136.2	NP_066289.2	1
NP_002341.1	AAG17224.1	1
NP_003137.1	NP_036465.2	1
NP_064581.2	BAA21128.1	1
CAC41349.1	NP_758872.1	1
NP_004776.3	NP_004165.1	1
NP_000623.2	NP_006279.2	1
NP_056981.2	NP_005330.1	1
NP_006638.1	NP_061485.1	1
NP_001744.2	NP_002653.1	1
NP_005906.2	NP_006181.1	1
NP_003630.1	NP_001157.1	1
NP_055136.1	NP_862820.1	1
NP_733832.1	NP_005900.1	1
NP_000971.1	NP_001010938.1	1
NP_612410.1	NP_036252.1	1
NP_006779.1	NP_061485.1	1
NP_002797.2	NP_002804.2	1
NP_002220.1	NP_003195.1	1
NP_062565.2	NP_001782.1	1
NP_000377.1	NP_115514.2	1
NP_055245.2	NP_004393.1	1
NP_002379.2	NP_005907.3	1
NP_005795.2	NP_073577.2	1
NP_057278.2	NP_899180.1	1
NP_057297.2	NP_056943.1	1
NP_659431.5	NP_596869.3	1
NP_663719.1	NP_001372.1	1
NP_005408.1	NP_002733.2	1
NP_003891.1	NP_009216.1	1
NP_000545.1	AAC08964.1	1
NP_005461.2	NP_004438.3	1
NP_036248.2	NP_002341.1	1
NP_005234.1	NP_665906.1	1
NP_002825.3	NP_000614.1	1
NP_001029027.1	NP_009225.1	1
